datapoint,cardinal,date,other,relevance,resultIndex,url
The Sun travels along the ecliptic at about 1° per day and requires about 37 days to cross through the eclipse zone centered on each node.,about 1°,37 days,ORG/Sun,0.782623598041,14,https://www.strickling.net/saros.htm
"A typical series may be comprised of 70 to 80 eclipses, about 50 of which are central.","70 to 80, about 50",,,0.777634343814,14,https://www.strickling.net/saros.htm
"A typical series may be comprised of 70 to 80 eclipses, about 50 of which are central.","70 to 80, about 50",,,0.777634343814,14,https://www.strickling.net/saros.htm
These factors make a solar eclipse possible whenever the Sun is within 18.5° of a node.,18.5,,ORG/Sun,0.773175843736,14,https://www.strickling.net/saros.htm
These factors make a solar eclipse possible whenever the Sun is within 18.5° of a node.,18.5,,ORG/Sun,0.773175843736,14,https://www.strickling.net/saros.htm
"However, the Moon's orbit is inclined 5° to the Earth's.",5,,"PERSON/Moon, LOC/Earth",0.772159776841,14,https://www.strickling.net/saros.htm
"However, the Moon's orbit is inclined 5° to the Earth's.",5,,"PERSON/Moon, LOC/Earth",0.772159776841,14,https://www.strickling.net/saros.htm
"In addition, an observer's position on the surface of the Earth introduces a sizable parallax of 2° in ecliptic latitude.",2,,LOC/Earth,0.763492166378,14,https://www.strickling.net/saros.htm
"In addition, an observer's position on the surface of the Earth introduces a sizable parallax of 2° in ecliptic latitude.",2,,LOC/Earth,0.763492166378,14,https://www.strickling.net/saros.htm
"On the following return, the umbra will pass about 300 km closer to the Earth and a partial eclipse of slightly larger magnitude will result.",about 300,,LOC/Earth,0.758063125218,14,https://www.strickling.net/saros.htm
"On the following return, the umbra will pass about 300 km closer to the Earth and a partial eclipse of slightly larger magnitude will result.",about 300,,LOC/Earth,0.758063125218,14,https://www.strickling.net/saros.htm
Callipic cycle: A lunar cycle noted by Callippus in 325 BC which included 4 19-year Metonic cycles.,"325, 4",19-year,"ORG/BC, ORG/Metonic",0.832231354194,15,https://scienceworld.wolfram.com/astronomy/LunarCycles.html
Callipic cycle: A lunar cycle noted by Callippus in 325 BC which included 4 19-year Metonic cycles.,"325, 4",19-year,"ORG/BC, ORG/Metonic",0.832231354194,15,https://scienceworld.wolfram.com/astronomy/LunarCycles.html
"The 940 months had 29 or 30 days each, for a total of 27,759 days.",29,"The 940 months, 30 days, 27,759 days",,0.753562305282,15,https://scienceworld.wolfram.com/astronomy/LunarCycles.html
"The 940 months had 29 or 30 days each, for a total of 27,759 days.",29,"The 940 months, 30 days, 27,759 days",,0.753562305282,15,https://scienceworld.wolfram.com/astronomy/LunarCycles.html
"The contention here is that in the time taken for 14 lunar nodal cycles, the difference between the number of Saros eclipse cycles and lunar apsidal cycles (i.e the number of ‘beats’ of those two periods) is exactly 15.","two, 15",14 lunar,PRODUCT/Saros,0.875346543799,17,https://iowaclimate.org/2019/09/08/lunar-connection-the-saros-nodal-and-apsidal-cycles/
"The contention here is that in the time taken for 14 lunar nodal cycles, the difference between the number of Saros eclipse cycles and lunar apsidal cycles (i.e the number of ‘beats’ of those two periods) is exactly 15.","two, 15",14 lunar,PRODUCT/Saros,0.875329950413,17,https://iowaclimate.org/2019/09/08/lunar-connection-the-saros-nodal-and-apsidal-cycles/
"The contention here is that in the time taken for 14 lunar nodal cycles, the difference between the number of Saros eclipse cycles and lunar apsidal cycles (i.e the number of ‘beats’ of those two periods) is exactly 15.","two, 15",14 lunar,PRODUCT/Saros,0.875323712484,17,https://iowaclimate.org/2019/09/08/lunar-connection-the-saros-nodal-and-apsidal-cycles/
"The contention here is that in the time taken for 14 lunar nodal cycles, the difference between the number of Saros eclipse cycles and lunar apsidal cycles (i.e the number of ‘beats’ of those two periods) is exactly 15.","two, 15",14 lunar,PRODUCT/Saros,0.875323712484,17,https://iowaclimate.org/2019/09/08/lunar-connection-the-saros-nodal-and-apsidal-cycles/
"The second chart (not shown here), which is 7 times the period of the first chart, equates to 766 Saros – because the number of synodic months(SM) is shown as 766 \* 223, and 223 SM = 1 Saros as mentioned above and in the linked post.","7, 766, 223, 223, 1",,"ORDINAL/second, ORDINAL/first, PERSON/766 Saros",0.853539466098,17,https://iowaclimate.org/2019/09/08/lunar-connection-the-saros-nodal-and-apsidal-cycles/
"The second chart (not shown here), which is 7 times the period of the first chart, equates to 766 Saros – because the number of synodic months(SM) is shown as 766 \* 223, and 223 SM = 1 Saros as mentioned above and in the linked post.","7, 766, 223, 223, 1",,"ORDINAL/second, ORDINAL/first, PERSON/766 Saros",0.853442714551,17,https://iowaclimate.org/2019/09/08/lunar-connection-the-saros-nodal-and-apsidal-cycles/
"The second chart (not shown here), which is 7 times the period of the first chart, equates to 766 Saros – because the number of synodic months(SM) is shown as 766 \* 223, and 223 SM = 1 Saros as mentioned above and in the linked post.","7, 766, 223, 223, 1",,"ORDINAL/second, ORDINAL/first, PERSON/766 Saros",0.853442714551,17,https://iowaclimate.org/2019/09/08/lunar-connection-the-saros-nodal-and-apsidal-cycles/
"The second chart (not shown here), which is 7 times the period of the first chart, equates to 766 Saros – because the number of synodic months(SM) is shown as 766 \* 223, and 223 SM = 1 Saros as mentioned above and in the linked post.","7, 766, 223, 223, 1",,"ORDINAL/second, ORDINAL/first, PERSON/766 Saros",0.853408976113,17,https://iowaclimate.org/2019/09/08/lunar-connection-the-saros-nodal-and-apsidal-cycles/
"It is just over 9 Inex eclipse cycles (260.5 years) of 358 synodic months each, by definition.","just over 9, 358","260.5 years, months",,0.815525613218,17,https://iowaclimate.org/2019/09/08/lunar-connection-the-saros-nodal-and-apsidal-cycles/
"It is just over 9 Inex eclipse cycles (260.5 years) of 358 synodic months each, by definition.","just over 9, 358","260.5 years, months",,0.815463459116,17,https://iowaclimate.org/2019/09/08/lunar-connection-the-saros-nodal-and-apsidal-cycles/
"It is just over 9 Inex eclipse cycles (260.5 years) of 358 synodic months each, by definition.","just over 9, 358","260.5 years, months",,0.815441063769,17,https://iowaclimate.org/2019/09/08/lunar-connection-the-saros-nodal-and-apsidal-cycles/
"It is just over 9 Inex eclipse cycles (260.5 years) of 358 synodic months each, by definition.","just over 9, 358","260.5 years, months",,0.815441063769,17,https://iowaclimate.org/2019/09/08/lunar-connection-the-saros-nodal-and-apsidal-cycles/
"In the first chart (shown, right) 106 nodal cycles = 223 apsidal cycles.","106, 223",,ORDINAL/first,0.792172186050,17,https://iowaclimate.org/2019/09/08/lunar-connection-the-saros-nodal-and-apsidal-cycles/
"In the first chart (shown, right) 106 nodal cycles = 223 apsidal cycles.","106, 223",,ORDINAL/first,0.792192922382,17,https://iowaclimate.org/2019/09/08/lunar-connection-the-saros-nodal-and-apsidal-cycles/
"In the first chart (shown, right) 106 nodal cycles = 223 apsidal cycles.","106, 223",,ORDINAL/first,0.792138785168,17,https://iowaclimate.org/2019/09/08/lunar-connection-the-saros-nodal-and-apsidal-cycles/
"In the first chart (shown, right) 106 nodal cycles = 223 apsidal cycles.","106, 223",,ORDINAL/first,0.792138785168,17,https://iowaclimate.org/2019/09/08/lunar-connection-the-saros-nodal-and-apsidal-cycles/
Since 15-14 = 1 this longer period of 260.585 tropical years might itself be considered a cycle.,"15, 1",260.585 tropical years,,0.789823018268,17,https://iowaclimate.org/2019/09/08/lunar-connection-the-saros-nodal-and-apsidal-cycles/
Since 15-14 = 1 this longer period of 260.585 tropical years might itself be considered a cycle.,"15, 1",260.585 tropical years,,0.789775530867,17,https://iowaclimate.org/2019/09/08/lunar-connection-the-saros-nodal-and-apsidal-cycles/
Since 15-14 = 1 this longer period of 260.585 tropical years might itself be considered a cycle.,"15, 1",260.585 tropical years,,0.789702205282,17,https://iowaclimate.org/2019/09/08/lunar-connection-the-saros-nodal-and-apsidal-cycles/
Since 15-14 = 1 this longer period of 260.585 tropical years might itself be considered a cycle.,"15, 1",260.585 tropical years,,0.789702205282,17,https://iowaclimate.org/2019/09/08/lunar-connection-the-saros-nodal-and-apsidal-cycles/
7 \* 106 = 742 nodal 7 \* 223 = 1561 apsidal 1561 – 766 = 795 (beats of apsidal and Saros) Ratio of 742:795 (dividing by 53) is 14:15.,"106, 742, 7, 223, 766, 795, 53","1561, 1561","PRODUCT/Saros, TIME/14:15",0.787213273239,17,https://iowaclimate.org/2019/09/08/lunar-connection-the-saros-nodal-and-apsidal-cycles/
7 \* 106 = 742 nodal 7 \* 223 = 1561 apsidal 1561 – 766 = 795 (beats of apsidal and Saros) Ratio of 742:795 (dividing by 53) is 14:15.,"106, 742, 7, 223, 766, 795, 53","1561, 1561","PRODUCT/Saros, TIME/14:15",0.787212187994,17,https://iowaclimate.org/2019/09/08/lunar-connection-the-saros-nodal-and-apsidal-cycles/
7 \* 106 = 742 nodal 7 \* 223 = 1561 apsidal 1561 – 766 = 795 (beats of apsidal and Saros) Ratio of 742:795 (dividing by 53) is 14:15.,"106, 742, 7, 223, 766, 795, 53","1561, 1561","PRODUCT/Saros, TIME/14:15",0.787166613629,17,https://iowaclimate.org/2019/09/08/lunar-connection-the-saros-nodal-and-apsidal-cycles/
7 \* 106 = 742 nodal 7 \* 223 = 1561 apsidal 1561 – 766 = 795 (beats of apsidal and Saros) Ratio of 742:795 (dividing by 53) is 14:15.,"106, 742, 7, 223, 766, 795, 53","1561, 1561","PRODUCT/Saros, TIME/14:15",0.787166613629,17,https://iowaclimate.org/2019/09/08/lunar-connection-the-saros-nodal-and-apsidal-cycles/
"Traditionally, for the Babylonian and Hebrewlunisolar calendars, the years 3, 6, 8, 11, 14, 17, and 19 are the long (13-month) years of the Metonic cycle.",19,"the years 3, 6, 8, 11, 14, 17, 13-month, years","NORP/Babylonian, PRODUCT/Hebrewlunisolar, ORG/Metonic",0.851965584958,18,https://religion.fandom.com/wiki/Metonic_cycle
"Traditionally, for the Babylonian and Hebrewlunisolar calendars, the years 3, 6, 8, 11, 14, 17, and 19 are the long (13-month) years of the Metonic cycle.",19,"the years 3, 6, 8, 11, 14, 17, 13-month, years","NORP/Babylonian, PRODUCT/Hebrewlunisolar, ORG/Metonic",0.851965584958,18,https://religion.fandom.com/wiki/Metonic_cycle
"Note that the 19-year cycle is also close (to somewhat more than half a day) to 255 draconic months, so it is also an eclipse cycle, which lasts only for about 4 or 5 recurrences of eclipses.","more than half, 255, about 4, 5","19-year, draconic months",,0.831786184274,18,https://religion.fandom.com/wiki/Metonic_cycle
"The difference between the two periods (of 19 years and 235 synodic months) is only a few hours, depending on the definition of the year.","two, 235","19 years, months, the year",TIME/only a few hours,0.830401743499,18,https://religion.fandom.com/wiki/Metonic_cycle
"Note that the 19-year cycle is also close (to somewhat more than half a day) to 255 draconic months, so it is also an eclipse cycle, which lasts only for about 4 or 5 recurrences of eclipses.","more than half, 255, about 4, 5","19-year, draconic months",,0.831786184274,18,https://religion.fandom.com/wiki/Metonic_cycle
"The difference between the two periods (of 19 years and 235 synodic months) is only a few hours, depending on the definition of the year.","two, 235","19 years, months, the year",TIME/only a few hours,0.830401743499,18,https://religion.fandom.com/wiki/Metonic_cycle
"The Octon is ⁄ of a Metonic cycle (47 synodic months, 3.8 years), and it recurs about 20 to 25 cycles.",about 20 to 25,"47 synodic months, 3.8 years","PERSON/Octon, FAC/Metonic",0.827669573781,18,https://religion.fandom.com/wiki/Metonic_cycle
"The Octon is ⁄ of a Metonic cycle (47 synodic months, 3.8 years), and it recurs about 20 to 25 cycles.",about 20 to 25,"47 synodic months, 3.8 years","PERSON/Octon, FAC/Metonic",0.827669573781,18,https://religion.fandom.com/wiki/Metonic_cycle
"They measured the moon's motion against the stars, so the 235:19 relation may originally have referred to sidereal years, instead of tropical years as it has been used for various calendars.",235:19,"years, tropical years",,0.821033953130,18,https://religion.fandom.com/wiki/Metonic_cycle
"They measured the moon's motion against the stars, so the 235:19 relation may originally have referred to sidereal years, instead of tropical years as it has been used for various calendars.",235:19,"years, tropical years",,0.821033953130,18,https://religion.fandom.com/wiki/Metonic_cycle
"The GreekastronomerMeton of Athens (fifth century BCE) observed that a period of 19 years is almost exactly equal to 235 synodic months, and rounded to full days counts 6940 days.",235,"fifth century, a period of, 19 years, months, full days, 6940 days","GPE/Athens, ORG/BCE",0.815066762298,18,https://religion.fandom.com/wiki/Metonic_cycle
"The GreekastronomerMeton of Athens (fifth century BCE) observed that a period of 19 years is almost exactly equal to 235 synodic months, and rounded to full days counts 6940 days.",235,"fifth century, a period of, 19 years, months, full days, 6940 days","GPE/Athens, ORG/BCE",0.815066762298,18,https://religion.fandom.com/wiki/Metonic_cycle
"Considering a year to be ⁄ of this 6940-day cycle gives a year length of 365 + ⁄ + ⁄ days (the unrounded cycle is much more accurate), which is slightly more than 12 synodic months.","365, more than 12","6940-day, year, months",,0.813475959302,18,https://religion.fandom.com/wiki/Metonic_cycle
"Considering a year to be ⁄ of this 6940-day cycle gives a year length of 365 + ⁄ + ⁄ days (the unrounded cycle is much more accurate), which is slightly more than 12 synodic months.","365, more than 12","6940-day, year, months",,0.813475959302,18,https://religion.fandom.com/wiki/Metonic_cycle
"Meton introduced the cycle in circa 432 BCE, but it was actually known earlier by Babylonian astronomers.",432,,"ORG/Meton, ORG/BCE, NORP/Babylonian",0.810863169462,18,https://religion.fandom.com/wiki/Metonic_cycle
"Meton introduced the cycle in circa 432 BCE, but it was actually known earlier by Babylonian astronomers.",432,,"ORG/Meton, ORG/BCE, NORP/Babylonian",0.810863169462,18,https://religion.fandom.com/wiki/Metonic_cycle
"8 years = 99 lunations (an Octaeteris) to within 1.5 days, i.e. an error of one day in 5 years; and 11 years = 136 lunations within 1.5 days, i.e. an error of one day in 7.3 years.","99, 136","8 years, 1.5 days, one day, 5 years, 11 years, 1.5 days, one day, 7.3 years",,0.800667821456,18,https://religion.fandom.com/wiki/Metonic_cycle
"8 years = 99 lunations (an Octaeteris) to within 1.5 days, i.e. an error of one day in 5 years; and 11 years = 136 lunations within 1.5 days, i.e. an error of one day in 7.3 years.","99, 136","8 years, 1.5 days, one day, 5 years, 11 years, 1.5 days, one day, 7.3 years",,0.800615663160,18,https://religion.fandom.com/wiki/Metonic_cycle
19 tropical years are briefer than 235 synodic months by about 2.07796896 hours.,235,"19 tropical years, months",TIME/about 2.07796896 hours,0.793431196518,18,https://religion.fandom.com/wiki/Metonic_cycle
19 tropical years are briefer than 235 synodic months by about 2.07796896 hours.,235,"19 tropical years, months",TIME/about 2.07796896 hours,0.793431196518,18,https://religion.fandom.com/wiki/Metonic_cycle
"An example of a non-coincidental cycle is the orbit of Mercury, with its 3:2 spin-orbit resonance.",3:2,,ORG/Mercury,0.793024177335,18,https://religion.fandom.com/wiki/Metonic_cycle
"An example of a non-coincidental cycle is the orbit of Mercury, with its 3:2 spin-orbit resonance.",3:2,,ORG/Mercury,0.793024177335,18,https://religion.fandom.com/wiki/Metonic_cycle
"To keep a 12-month lunar year in pace with the solar year, an intercalary 13th month would have to be added on seven occasions during the nineteen-year period (235 = 19 × 12","seven, 235, 19","12-month lunar year, the solar year, an intercalary 13th month, nineteen-year",,0.789519158692,18,https://religion.fandom.com/wiki/Metonic_cycle
"To keep a 12-month lunar year in pace with the solar year, an intercalary 13th month would have to be added on seven occasions during the nineteen-year period (235 = 19 × 12","seven, 235, 19","12-month lunar year, the solar year, an intercalary 13th month, nineteen-year",,0.789519158692,18,https://religion.fandom.com/wiki/Metonic_cycle
"The Metonic cycle's error is then one full day every 219 years, or 12.4 parts per million.","12.4, million",one full day,ORG/Metonic,0.789492142414,18,https://religion.fandom.com/wiki/Metonic_cycle
"The Metonic cycle's error is then one full day every 219 years, or 12.4 parts per million.","12.4, million",one full day,ORG/Metonic,0.789492142414,18,https://religion.fandom.com/wiki/Metonic_cycle
"For example, simple arithmetic shows that: 687 tropical years = 250921.39 days; 8497 lunations = 250921.41 days; giving an error of only about half an hour in 687 years (2.5 seconds a year), although this is subject to secular variation in the length of the tropical year and the lunation.","8497, only about half","687 tropical years, 250921.39 days, 250921.41 days, 687 years, the tropical year",TIME/2.5 seconds,0.786218816834,18,https://religion.fandom.com/wiki/Metonic_cycle
"For example, simple arithmetic shows that: 687 tropical years = 250921.39 days; 8497 lunations = 250921.41 days; giving an error of only about half an hour in 687 years (2.5 seconds a year), although this is subject to secular variation in the length of the tropical year and the lunation.","8497, only about half","687 tropical years, 250921.39 days, 250921.41 days, 687 years, the tropical year",TIME/2.5 seconds,0.786218816834,18,https://religion.fandom.com/wiki/Metonic_cycle
"The Babylonians seem to have introduced this scheme well before Meton, about 500 BCE.",about 500,,"NORP/Babylonians, ORG/Meton, ORG/BCE",0.752603027427,18,https://religion.fandom.com/wiki/Metonic_cycle
Table 6 shows how the number of draconic and anomalistic months change with respect to 223 synodic months (Saros period) over an interval of 7000 years.,223,"months, months, 7000 years",PRODUCT/Table 6,0.871041941880,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
"The Babylonians seem to have introduced this scheme well before Meton, about 500 BCE.",about 500,,"NORP/Babylonians, ORG/Meton, ORG/BCE",0.752603027427,18,https://religion.fandom.com/wiki/Metonic_cycle
Table 6 shows how the number of draconic and anomalistic months change with respect to 223 synodic months (Saros period) over an interval of 7000 years.,223,"months, months, 7000 years",PRODUCT/Table 6,0.871041941880,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
"One Saros is equal to 223 synodic months, however, 239 anomalistic months and 242 draconic months are also equal (within a few hours) to this same period:","223, 239, 242","months, months, draconic months","PERSON/One Saros, TIME/a few hours",0.862659463823,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
"One Saros is equal to 223 synodic months, however, 239 anomalistic months and 242 draconic months are also equal (within a few hours) to this same period:","223, 239, 242","months, months, draconic months","PERSON/One Saros, TIME/a few hours",0.862659463823,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
"The mean synodic and draconic months are increasing by approximately 0.2 and 0.4 s per millennium, respectively.","approximately 0.2, 0.4",draconic months,,0.851960568082,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
"The mean synodic and draconic months are increasing by approximately 0.2 and 0.4 s per millennium, respectively.","approximately 0.2, 0.4",draconic months,,0.851966186216,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
1.6 Saros Series Statistics Lunar eclipses belonging to 204 different Saros series fall within the five millennium span of the Canon and Catalog.,204,the five millennium,"ORG/Saros Series Statistics .$%$. Lunar, ORG/Saros, PERSON/Canon, PERSON/Catalog",0.850983315602,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
1.6 Saros Series Statistics Lunar eclipses belonging to 204 different Saros series fall within the five millennium span of the Canon and Catalog.,204,the five millennium,"ORG/Saros Series Statistics .$%$. Lunar, ORG/Saros, PERSON/Canon, PERSON/Catalog",0.850983315602,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
Figure 2a shows that Saros series with large numbers of lunar eclipses tend to cluster into tight groups or 3 or 4 series separated by 18 to 19 series.,"2a, 3, 18 to 19",,ORG/Saros,0.848355210372,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
Figure 2a shows that Saros series with large numbers of lunar eclipses tend to cluster into tight groups or 3 or 4 series separated by 18 to 19 series.,"2a, 3, 18 to 19",,ORG/Saros,0.848355210372,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
"In comparison, the mean difference between these two cycles in the Saros is 52 min.","two, 52",,ORG/Saros,0.847429920606,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
"In comparison, the mean difference between these two cycles in the Saros is 52 min.","two, 52",,ORG/Saros,0.847429920606,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
"The Catalog of Lunar Eclipse Saros Series contains links to 180 web pages, each one listing the details of all eclipses in a particular Saros series: 1.7 Saros and Other Periods","180, 1.7",,"PERSON/Eclipse Saros Series, PRODUCT/Saros, ORG/Saros and Other Periods",0.846100477810,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
"The Catalog of Lunar Eclipse Saros Series contains links to 180 web pages, each one listing the details of all eclipses in a particular Saros series: 1.7 Saros and Other Periods","180, 1.7",,"PERSON/Eclipse Saros Series, PRODUCT/Saros, ORG/Saros and Other Periods",0.846100477810,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
Table 7 shows how the number of draconic months is changing with respect to 358 synodic months (Inex period) over a 7000-year interval.,358,"draconic months, months, 7000-year",,0.845599429494,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
Table 7 shows how the number of draconic months is changing with respect to 358 synodic months (Inex period) over a 7000-year interval.,358,"draconic months, months, 7000-year",,0.845599429494,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
"The time interval between any two successive lunar eclipses can be either 1, 5, or 6 lunations (synodic months).","1, 6","5, months",,0.844190447052,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
"The time interval between any two successive lunar eclipses can be either 1, 5, or 6 lunations (synodic months).","1, 6","5, months",,0.844190447052,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
"There is an interval of 1, 5, or 6 synodic months between any sequential pair of lunar eclipses.",1,"5, 6 synodic months",,0.843209615473,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
"There is an interval of 1, 5, or 6 synodic months between any sequential pair of lunar eclipses.",1,"5, 6 synodic months",,0.843209615473,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
"The middle life of a Saros series is composed of total (umbral) eclipses, which range in number from 11 to 29.","11, 29",,PRODUCT/Saros,0.839704522382,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
"The middle life of a Saros series is composed of total (umbral) eclipses, which range in number from 11 to 29.","11, 29",,PRODUCT/Saros,0.839704522382,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
Figure 1 shows the path of the Moon through Earth's shadows and the geographic regions of visibility for six lunar eclipses belonging to Saros 136 from 1932 through 2022.,1,"six lunar, from 1932, 2022","LOC/Earth, PRODUCT/Saros 136",0.838023356060,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
Figure 1 shows the path of the Moon through Earth's shadows and the geographic regions of visibility for six lunar eclipses belonging to Saros 136 from 1932 through 2022.,1,"six lunar, from 1932, 2022","LOC/Earth, PRODUCT/Saros 136",0.838023356060,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
Figure 2a also shows that the extremes in the minimum and maximum numbers of lunar eclipses in a Saros series is gradually decreasing.,2a,,PRODUCT/Saros,0.835112305738,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
Figure 2a also shows that the extremes in the minimum and maximum numbers of lunar eclipses in a Saros series is gradually decreasing.,2a,,PRODUCT/Saros,0.835083967638,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
"Finally, after the lapse of one more Saros period (3 Saros = Exeligmos = \~54.1 years), the zone of visibility returned to eastern Europe and Africa with a deeper non-central total lunar eclipse (1986 Oct 17).","one, 3","years, 1986 Oct 17","ORG/Saros, LOC/Europe, LOC/Africa",0.834708358780,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
"Figure 2 presents data on the number of penumbral, partial, and total eclipses in Saros series 1 through 150.","2, 1, 150",,ORG/Saros,0.831711405607,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
"Finally, after the lapse of one more Saros period (3 Saros = Exeligmos = \~54.1 years), the zone of visibility returned to eastern Europe and Africa with a deeper non-central total lunar eclipse (1986 Oct 17).","one, 3","years, 1986 Oct 17","ORG/Saros, LOC/Europe, LOC/Africa",0.834708358780,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
"Figure 2 presents data on the number of penumbral, partial, and total eclipses in Saros series 1 through 150.","2, 1, 150",,ORG/Saros,0.831711405607,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
Table 2 presents the statistical distribution of the number of eclipses in each Saros series.,2,,PERSON/Saros,0.829712913575,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
Table 2 presents the statistical distribution of the number of eclipses in each Saros series.,2,,PERSON/Saros,0.829712913575,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
"In all, this typical Saros series produces 73 eclipses spanning nearly 13 centuries.",73,nearly 13 centuries,ORG/Saros,0.827179093683,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
"In all, this typical Saros series produces 73 eclipses spanning nearly 13 centuries.",73,nearly 13 centuries,ORG/Saros,0.827179093683,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
"Lunar Eclipse Repetition Lunar eclipses separated by 1, 5, or 6 lunations are usually quite dissimilar.","1, 6",5,,0.825898448981,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
"Lunar Eclipse Repetition Lunar eclipses separated by 1, 5, or 6 lunations are usually quite dissimilar.","1, 6",5,,0.825898448981,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
"During the mid-life of a Saros series, there are 11 to 29 total eclipses.","11, 29",,PRODUCT/Saros,0.825155596013,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
"During the mid-life of a Saros series, there are 11 to 29 total eclipses.","11, 29",,PRODUCT/Saros,0.825155596013,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
"The deviation from a multiple of 0.5 draconic months should be small (i.e., Moon should be nearly the same distance from the node).",0.5,months,PERSON/Moon,0.825075138852,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
"The deviation from a multiple of 0.5 draconic months should be small (i.e., Moon should be nearly the same distance from the node).",0.5,months,PERSON/Moon,0.825075138852,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
The extra 0.5 in the number of draconic months means that eclipses separated by one Inex period occur at opposite nodes.,"0.5, one",draconic months,ORG/Inex,0.824630262132,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
The extra 0.5 in the number of draconic months means that eclipses separated by one Inex period occur at opposite nodes.,"0.5, one",draconic months,ORG/Inex,0.824630262132,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
"In other words, nearly 2/3 (62.3%) of all Saros series are composed of 71 to 73 eclipses.","nearly 2/3, 71 to 73",,PRODUCT/Saros,0.823564914790,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
"In other words, nearly 2/3 (62.3%) of all Saros series are composed of 71 to 73 eclipses.","nearly 2/3, 71 to 73",,PRODUCT/Saros,0.823564914790,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
"If the instantaneous mean durations of the synodic and draconic months for the years -2000, +2000, and +4000 are used to calculate the mean duration of the Inex, the resulting lengths are about 14,500, 26,600, and 51,000 years, respectively (Meeus, 2004a).","about 14,500, 26,600","51,000 years, 2004a","WORK_OF_ART/Inex, PERSON/Meeus",0.820659812644,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
"If the instantaneous mean durations of the synodic and draconic months for the years -2000, +2000, and +4000 are used to calculate the mean duration of the Inex, the resulting lengths are about 14,500, 26,600, and 51,000 years, respectively (Meeus, 2004a).","about 14,500, 26,600","51,000 years, 2004a","WORK_OF_ART/Inex, PERSON/Meeus",0.820610599656,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
This explains the trend in the number of lunar eclipses seen in Figure 2a.,2a,,,0.820349444356,20,https://eclipse.gsfc.nasa.gov/LEsaros/LEperiodicity.html
